model,prompt,tokens,lang,sents_per_doc,words_per_doc,words_per_sent,coverage,density,compression,summary_length,percentage_novel_1-gram,percentage_repeated_1-gram_in_summ,percentage_novel_2-gram,percentage_repeated_2-gram_in_summ,percentage_novel_3-gram,percentage_repeated_3-gram_in_summ
human,human,"['Avante', 'LGTBI+', 'convocou', 'máis', 'de', '50', 'concentracións', 'por', 'diferentes', 'cidades', 'galegas', 'para', 'denunciar', 'o', 'asasinato', 'de', 'Samuel', 'Luiz', 'e', 'exixir', 'que', 'se', 'esclareza', 'se', 'se', 'tratou', 'dun', 'crime', 'homófobo', '.', 'A', 'víctima', ',', 'que', 'foi', 'asasinada', 'o', '3', 'de', 'xullo', 'na', 'Coruña', ',', 'era', 'veciña', 'de', 'Meicende', 'e', 'tiña', '24', 'anos', '.', 'Aínda', 'non', 'hai', 'información', 'de', 'detencións', 'por', 'estar', 'baixo', 'secreto', 'de', 'sumario', '.', 'As', 'concentracións', 'están', 'convocadas', 'nas', 'sete', 'grandes', 'cidades', 'e', 'en', 'Allariz', ',', 'Monterroso', ',', 'Camariñas', ',', 'Noia', ',', 'Rebeira', ',', 'Cambre', ',', 'Foz', ',', 'Arteixo', ',', 'Lalín', ',', 'Vilalba', ',', 'Bertamiráns', ',', 'Xinzo', 'e', 'Betanzos', '.']",1,4,101,25.25,0.6547619047619048,2.3214285714285716,3.3452380952380953,84.0,0.42028985507246375,0.11594202898550725,0.6746987951807228,0.0,0.7926829268292683,0.0
human,human,"['Avante', 'LGTBI+', 'convoca', 'o', '5', 'de', 'xullo', 'máis', 'de', '50', 'concentracións', 'para', 'exixir', 'que', 'se', 'esclareza', 'se', 'foi', 'LGTBIfóbico', 'o', 'asasinato', 'do', 'arteixán', 'de', '24', 'anos', 'Samuel', 'Luiz', 'ocurrido', 'o', 'sábado', '3', 'de', 'xullo', 'en', 'A', 'Coruña', '.', 'O', 'asasinato', 'produciuse', 'depois', 'das', '3', 'horas', 'da', 'madrugada', 'preto', 'do', 'Hotel', 'Riazor', 'por', 'unha', 'malleira', 'propinada', 'por', 'un', 'grupo', 'de', 'persoas', '.', 'O', 'rapaz', 'morreu', 'no', 'Complexo', 'Hospitalario', 'Universitario', 'da', 'Coruña', '.', 'Agora', ',', 'a', 'Policía', 'Nacional', 'investiga', 'o', 'caso', ',', 'sobre', 'o', 'que', 'a', 'xuíza', 'de', 'instrución', 'decretou', 'secreto', 'de', 'sumario', '.']",1,4,92,23.0,0.7906976744186046,3.8372093023255816,3.2674418604651163,86.0,0.2698412698412698,0.19047619047619047,0.5180722891566265,0.024096385542168676,0.6666666666666666,0.0
human,human,"['Samuel', 'Luiz', ',', 'un', 'mozo', 'de', 'Meicende', '(', 'Arteixo', ')', ',', 'morreu', 'a', 'noite', 'do', 'sábado', '3', 'de', 'xullo', 'en', 'pleno', 'Riazor', ',', 'na', 'cidade', 'herculina', ',', 'a', 'mans', 'dun', 'grupo', 'de', 'persoas', 'que', 'lle', 'propiciaron', 'unha', 'malleira', ',', 'supostamente', ',', 'por', 'ser', 'homosexual', '.', 'Agora', 'o', 'caso', 'fica', 'nos', 'tribunais', 'e', 'a', 'xuíza', 'decretou', 'o', 'secreto', 'de', 'sumario', 'mentres', 'a', 'policía', 'investiga', 'o', 'acontecido', '.', 'Non', 'obstante', ',', 'dende', 'Avante', 'LGTBI+', 'defenden', 'que', 'foi', 'un', 'asasinato', 'LGTfóbico', 'e', 'convocaron', 'concentracións', 'de', 'repulsa', 'en', 'cidades', 'e', 'vilas', 'galegas', 'para', 'o', '5', 'de', 'xullo', '.']",1,3,94,31.333333333333332,0.6463414634146342,1.2804878048780488,3.426829268292683,82.0,0.4393939393939394,0.10606060606060606,0.7901234567901234,0.0,0.9,0.0
gpt5,base,"['Na', 'segunda-feira', ',', '5', 'de', 'julho', ',', 'ocorrerão', 'várias', 'concentrações', 'na', 'Galiza', 'para', 'denunciar', 'o', 'assassinato', 'de', 'Samuel', 'Luiz', ',', 'exigindo', 'que', 'se', 'esclareça', 'se', 'foi', 'um', 'crime', 'LGBTfóbico', ',', 'conforme', 'indicam', 'testemunhas', 'e', 'amigos', 'da', 'vítima', '.', 'Samuel', ',', 'de', '24', 'anos', ',', 'auxiliar', 'de', 'enfermaria', 'e', 'morador', 'de', 'Meicende', '(', 'Arteixo', ')', ',', 'foi', 'morto', 'na', 'madrugada', 'de', '3', 'de', 'julho', 'em', 'A', 'Coruña', 'após', 'ser', 'agredido', 'por', 'um', 'grupo', 'de', 'pessoas', 'perto', 'do', 'Hotel', 'Riazor', '.', 'O', 'jovem', 'foi', 'levado', 'ao', 'hospital', ',', 'mas', 'não', 'sobreviveu', 'aos', 'ferimentos', '.', 'A', 'Polícia', 'Nacional', 'está', 'investigando', 'o', 'caso', ',', 'que', 'permanece', 'sob', 'segredo', 'de', 'justiça', '.', 'Mais', 'de', '50', 'concentrações', 'já', 'estão', 'confirmadas', 'em', 'cidades', 'e', 'vilas', 'galegas', ',', 'incluindo', 'A', 'Coruña', ',', 'Santiago', 'de', 'Compostela', ',', 'Vigo', ',', 'Ferrol', ',', 'Lugo', ',', 'Ourense', ',', 'Pontevedra', ',', 'entre', 'outras', '.']",0,5,141,28.2,0.5470085470085471,1.0256410256410255,2.4017094017094016,117.0,0.5434782608695652,0.11956521739130435,0.8189655172413793,0.0,0.9478260869565217,0.0
gpt5,5w1h,"['Aquí', 'tes', 'o', 'resumo', 'do', 'texto', 'segundo', 'o', 'método', '5W1H', ':', 'Que', ':', 'Concentracións', 'de', 'repulsa', 'polo', 'asasinato', 'de', 'Samuel', 'Luiz', ',', 'reclamando', 'esclarecer', 'se', 'foi', 'un', 'crime', 'LGBTfóbico', '.', 'Quen', ':', 'Convoca', 'Avante', 'LGTBI+', ';', 'participan', 'cidadáns', 'e', 'colectivos', 'sociais', ';', 'vítima', ':', 'Samuel', 'Luiz', ',', 'auxiliar', 'de', 'enfermaría', 'de', '24', 'anos', '.', 'Cando', ':', 'Luns', '5', 'de', 'xullo', 'ás', '20:00', 'horas', '(', 'o', 'crime', 'ocorreu', 'o', 'sábado', '3', 'de', 'xullo', ',', 'arredor', 'das', '3:00', 'da', 'madrugada', ')', '.', 'Onde', ':', 'Máis', 'de', '50', 'lugares', 'en', 'Galiza', ',', 'incluíndo', 'prazas', 'e', 'concellos', 'de', 'cidades', 'como', 'A', 'Coruña', ',', 'Compostela', ',', 'Vigo', ',', 'Ourense', ',', 'Pontevedra', ',', 'Lugo', ',', 'Ferrol', ',', 'así', 'como', 'múltiples', 'vilas', '(', 'Arteixo', ',', 'Lalín', ',', 'Vilalba', ',', 'Betanzos', ',', 'etc.', ')', '.', 'Por', 'que', ':', 'Para', 'denunciar', 'o', 'asasinato', ',', 'exixir', 'xustiza', 'e', 'visibilizar', 'a', 'posible', 'motivación', 'LGBTfóbica', '.', 'Como', ':', 'A', 'través', 'de', 'concentracións', 'simultáneas', 'organizadas', 'en', 'espazos', 'públicos', 'de', 'diversas', 'localidades', 'galegas', ',', 'convocadas', 'por', 'Avante', 'LGTBI+', '.']",0,7,165,23.571428571428573,0.5,0.890625,2.1953125,128.0,0.6019417475728155,0.1262135922330097,0.8888888888888888,0.007936507936507936,0.9365079365079365,0.0
gpt5,tldr,"['Samuel', 'Luiz', ',', 'mozo', 'de', '24', 'anos', 'de', 'Meicende', '(', 'Arteixo', ')', ',', 'foi', 'asasinado', 'na', 'Coruña', 'na', 'madrugada', 'do', '3', 'de', 'xullo', 'tras', 'unha', 'brutal', 'malleira', '.', 'Avante', 'LGTBI+', 'convocou', 'para', 'o', 'luns', '5', 'de', 'xullo', 'máis', 'de', '50', 'concentracións', 'en', 'prazas', 'e', 'rúas', 'de', 'Galiza', 'para', 'denunciar', 'o', 'crime', 'e', 'exixir', 'que', 'se', 'esclareza', 'se', 'foi', 'un', 'asasinato', 'LGBTfóbico', '.', 'O', 'caso', 'está', 'baixo', 'segredo', 'de', 'sumario', 'e', 'segue', 'en', 'investigación', 'policial', '.']",0,3,75,25.0,0.7205882352941176,1.4264705882352942,4.132352941176471,68.0,0.36538461538461536,0.17307692307692307,0.7575757575757576,0.015151515151515152,0.8939393939393939,0.0
salamandra,base,"['Ademais', ',', 'hai', 'convocatorias', 'noutras', 'localidades', 'galegas', 'coma', 'A', 'Illa', 'de', 'Arousa', ',', 'Bueu', 'ou', 'Cambados', '.', 'As', 'concentracións', 'están', 'promovidas', 'polas', 'organizacións', 'sociais', 'e', 'políticas', 'galegas', 'para', 'mostrar', 'a', 'solidariedade', 'coas', 'familias', 'e', 'amigos', 'de', 'Samuel', 'Luiz', 'e', 'esixir', 'xustiza', '.', 'Os', 'asistentes', 'portarán', 'carteis', 'co', 'lema', '""', 'Samuel', ',', 'presente', '""', 'e', 'vestirán', 'camisetas', 'brancas', 'con', 'deseños', 'alusivos', 'ao', 'falecido', 'mozo', '.', 'Tamén', 'haberá', 'lecturas', 'de', 'manifestos', 'contra', 'os', 'crimes', 'de', 'odio', 'e', 'a', 'violencia', 'machista', '.', 'Concentración', 'en', 'memoria', 'de', 'Samuel', 'Luiz', ':', '""', 'Queremos', 'xustiza', '""', '.', 'Concentracións', 'nas', 'principais', 'rúas', 'e', 'prazas', 'de', 'Galicia', 'para', 'denunciar', 'o', 'asasinato', 'de', 'Samuel', 'Luiz', 'e', 'pedir', 'xustiza', '.', 'Máis', 'de', '50', 'concentracións', 'confirmadas', 'en', 'diferentes', 'cidades', 'e', 'vilas', 'galegas', '.', 'O', 'crime', 'ocorreu', 'na', 'noite', 'do', 'pasado', 'sábado', 'no', 'centro', 'da', 'cidade', 'da', 'Coruña', '.', 'A', 'policía', 'nacional', 'investiga', 'o', 'caso', 'baixo', 'segredo', 'de', 'sumario', '.', 'Entre', 'as', 'concentracións', 'previstas', ',', 'destacan', 'as', 'que', 'terán', 'lugar', 'na', 'Coruña', ',', 'Santiago', 'de', 'Compostela', ',', 'Vigo', ',', 'Ferrol', ',']",0,10,169,16.9,0.4421768707482993,0.8775510204081632,1.91156462585034,147.0,0.7027027027027027,0.13513513513513514,0.8936170212765957,0.028368794326241134,0.9440559440559441,0.013986013986013986
salamandra,5w1h,"['Ademais', ',', 'hai', 'convocatorias', 'noutras', 'localidades', 'galegas', 'coma', 'Ribeira', 'ou', 'Vilagarcía', 'de', 'Arousa', '.', 'Resumo', ':', '-', 'Quen', ':', 'Amigos', 'e', 'familiares', 'de', 'Samuel', 'Luiz', '.', '-', 'Cando', ':', 'Na', 'noite', 'do', '3', 'de', 'xullo', '.', '-', 'Onde', ':', 'Na', 'Coruña', '.', '-', 'Por', 'que', ':', 'Porque', 'consideran', 'que', 'pode', 'tratarse', 'dun', 'crime', 'homófobo', '.', '-', 'Como', ':', 'Concentrándoos', 'nas', 'rúas', 'e', 'prazas', 'galegas', '.', '-', 'Quen', 'convoca', ':', 'A', 'asociación', 'Avante', 'LGTBI+.', '-', 'Que', ':', 'Mobilizacións', 'de', 'repulsa', 'polo', 'asasinato', 'de', 'Samuel', 'Luiz', '.', '-', 'Onde', 'se', 'celebran', ':', 'Nas', 'principais', 'cidades', 'e', 'vilas', 'galegas', '.', '-', 'Cantas', ':', 'Máis', 'de', '50', '.', '-', 'Cal', 'é', 'o', 'obxectivo', ':', 'Denunciar', 'o', 'asasinato', 'e', 'esixir', 'que', 'se', 'investigue', 'se', 'foi', 'un', 'asasinato', 'LGTBfóbico', '.', '-', 'Onde', 'se', 'celebrarán', 'hoxe', ':', 'Na', 'rúa.', '-', 'Ás', 'que', 'horas', ':', 'Ás', '20h', '.', '-', 'En', 'que', 'lugares', ':', 'Na', 'plaza', 'de', 'María', 'Pita', 'da', 'Coruña', ';', 'na', 'pra']",0,2,155,77.5,0.4375,0.875,2.1953125,128.0,0.6551724137931034,0.1724137931034483,0.859504132231405,0.049586776859504134,0.943089430894309,0.024390243902439025
salamandra,tldr,"['Concentración', 'contra', 'o', 'asasinato', 'de', 'Samuel', 'Luiz', ',', 'de', '24', 'anos', ',', 'no', 'centro', 'das', 'principais', 'cidades', 'galegas', '.', 'A', 'vítima', 'era', 'residente', 'da', 'localidade', 'coruñesa', 'de', 'Meicende', 'e', 'traballaba', 'como', 'enfermeiro', '.', 'Foi', 'agredido', 'mortalmente', 'tras', 'saír', 'dunha', 'discoteca', 'e', 'faleceu', 'no', 'hospital', 'despois', 'de', 'recibir', 'múltiples', 'golpes', '.', 'As', 'forzas', 'policiais', 'están', 'a', 'investigar', 'os', 'feitos', '.', '#SamuelLuiz', '#', 'LGTBIQ+', '#', 'ViolenciaDeXénero', '#', 'Repudia', '#', 'Concentración', '#Galicia', '#', 'Coruña', '#', 'Agresión', '#', 'Asesinato', '#', 'Murder', '#', 'Homophobia', '#', 'Hate', 'Crime', '#', 'Killings', '#', 'Discriminación', '#', 'Discrimination', '#', 'Gender', 'Violence', '#', 'Sexual', 'Orientation', 'Discrimination', '#', 'Anti-Gay', 'Hate', 'Crimes', '#', 'LGBTQI', '+', 'Rights', '#', 'Human', 'Rights', '#', 'Rights', 'of', 'the', 'Child', '#', 'Child', 'Abuse', '#', 'Abuso', 'Infantil', '#', 'Children', ""'"", 's', 'Rights', '#', 'Derechos', 'del', 'Niño', '#', 'Violência', 'Contra', 'Crianças', '#', 'Vi']",0,5,132,26.4,0.23232323232323232,0.47474747474747475,2.8383838383838382,99.0,0.8,0.06666666666666667,0.9285714285714286,0.0,0.9587628865979382,0.0
llama3,base,"['A', 'denúncia', 'do', 'asasinato', 'de', 'Samuel', 'Luiz', '.']",0,1,8,8.0,0.7142857142857143,1.5714285714285714,40.142857142857146,7.0,0.2857142857142857,0.0,0.6666666666666666,0.0,0.8,0.0
llama3,5w1h,"['Quen', ':', 'Samuel', 'Luiz', ',', 'un', 'auxiliar', 'de', 'enfermaría', 'de', '24', 'anos', 'e', 'veciño', 'de', 'Meicende', '(', 'Arteixo', ')', 'Cando', ':', 'Na', 'madrugada', 'do', 'sábado', '3', 'de', 'xullo', 'Onde', ':', 'Na', 'Coruña', ',', 'na', 'altura', 'do', 'Hotel', 'Riazor', 'Por', 'que', ':', 'O', 'asasinato', 'tivo', 'lugar', 'minutos', 'despois', 'das', '3', 'horas', 'da', 'madrugada', 'do', 'sábado', 'á', 'altura', 'do', 'Hotel', 'Riazor', 'da', 'cidade', 'herculina', '.', 'O', 'rapaz', 'foi', 'trasladado', 'ao', 'Complexo', 'Hospitalario', 'Universitario', 'da', 'Coruña', ',', 'onde', 'se', 'confirmou', 'a', 'súa', 'morte', '.', 'Como', ':', 'O', 'asasinato', 'foi', 'provocado', 'por', 'unha', 'malleira', 'propinada', 'por', 'un', 'grupo', 'de', 'persoas', '.']",0,6,97,16.166666666666668,0.9047619047619048,18.166666666666668,3.3452380952380953,84.0,0.13559322033898305,0.2711864406779661,0.2857142857142857,0.07792207792207792,0.4050632911392405,0.0379746835443038
llama3,tldr,"['As', 'mobilizacións', 'de', 'repulsa', 'polo', 'asasinato', 'de', 'Samuel', 'Luiz', ',', 'exixindo', 'que', 'se', 'esclareza', 'se', 'se', 'tratou', 'dun', 'asasinato', 'LGBTfóbico', ',', 'terán', 'lugar', 'na', 'segunda', 'feira', '5', 'de', 'xullo', 'nas', 'prazas', 'e', 'rúas', 'de', 'Galiza', '.']",0,1,36,36.0,0.8181818181818182,6.515151515151516,8.515151515151516,33.0,0.2222222222222222,0.1111111111111111,0.4375,0.0,0.5161290322580645,0.0
subhead,subhead,"['Xustiza', 'para', 'Samuel', ',', 'exixen', 'nas', 'redes', 'colectivos', 'sociais', 'e', 'amizades', 'de', 'Samuel', 'Luiz', ',', 'mozo', 'de', '24', 'anos', 'asasinado', 'na', 'madrugada', 'do', 'sábado', 'na', 'Coruña', '.', 'Faleceu', 'a', 'consecuencia', 'das', 'feridas', 'provocadas', 'por', 'unha', 'malleira', 'propinada', 'por', 'un', 'grupo', 'de', 'persoas', '.', 'O', 'colectivo', 'Avante', 'LGTB+', 'anuncia', 'concetracións', 'para', 'a', 'segunda', 'feira', 'e', 'exixe', 'que', 'se', 'esclareza', 'se', 'se', 'tratou', 'dun', 'asasinato', 'LGTBfóbico', '.']",0,3,65,21.666666666666668,0.7,5.366666666666666,4.683333333333334,60.0,0.35294117647058826,0.13725490196078433,0.5254237288135594,0.0,0.6379310344827587,0.0
article,article,"['Horas', 'frenéticas', 'en', 'Estados', 'Unidos', ',', 'onde', 'a', 'estas', 'alturas', ',', 'un', 'día', 'despois', 'das', 'eleccións', ',', 'aínda', 'non', 'se', 'sabe', 'quen', 'vai', 'ser', 'o', 'novo', 'presidente', '.', 'Se', 'Trump', 'sorriu', 'primeiro', ',', 'ao', 'resistir', 'mellor', 'do', 'que', 'lle', 'prognosticaban', 'enquisas', 'e', 'sondaxes', 'e', 'lograr', 'vantaxe', 'en', 'estados', 'clave', ',', 'agora', 'semella', 'que', 'é', 'a', 'Biden', 'a', 'quen', 'sorrí', 'o', 'reconto', '.', 'A', 'medida', 'que', 'o', 'escrutinio', 'avanza', 'nos', 'estados', 'pendentes', 'e', 'do', 'voto', 'anticipado', 'e', 'por', 'correo', ',', 'o', 'candidato', 'do', 'Partido', 'Demócrata', 'semella', 'ter', 'máis', 'posibilidades', 'de', 'chegar', 'á', 'presidencia', '.', 'A', 'súa', 'vitoria', 'nas', 'últimas', 'horas', 'en', 'Michigan', 'e', 'Wisconsin', ',', 'cos', '26', 'votos', 'electorais', 'que', 'iso', 'representa', ',', 'achegan', 'ao', 'veterano', 'político', 'á', 'Casa', 'Branca', '.', 'A', 'estas', 'horas', ',', '8', 'da', 'mañá', 'hora', 'galega', ',', 'Biden', 'suma', '253', 'representantes', 'por', '214', 'de', 'Donald', 'Trump.', 'Para', 'ser', 'presidente', 'hai', 'que', 'ter', '270', 'e', 'o', 'reconto', 'que', 'aínda', 'fica', 'por', 'diante', 'semella', 'que', 'vai', 'sorrir', 'ao', ""'"", 'demócrata', ""'"", '.', 'Mais', 'Donald', 'Trump', 'non', 'está', 'disposto', 'a', 'deixar', 'as', 'cousas', 'así', ',', 'e', 'tal', 'e', 'como', 'anunciou', 'iniciou', 'unha', 'serie', 'de', 'demandas', 'xudiciais', 'poñendo', 'en', 'dúbida', 'o', 'escrutinio', 'en', 'determinados', 'sitios', '.Unha', 'batalla', 'legal', 'que', 'axita', 'a', 'pantasma', 'da', '\\""', 'fraude', 'electoral', '\\', '""', '.', 'Pensilvania', ',', 'Xeorxia', ',', 'Nevada', ',', 'Arizona', 'ou', 'Carolina', 'do', 'Norte', 'son', 'algúns', 'dos', 'estados', 'onde', 'o', 'escrutinio', 'aínda', 'non', 'finalizou', '.', 'Todas', 'as', 'miradas', 'se', 'centran', 'neles', '.', 'En', 'Arizona', 'e', 'Nevada', 'leva', 'vantaxe', 'Biden', ',', 'que', 'se', 'finalmente', 'gaña', 'lograría', '17', 'representantes', 'máis', ',', 'o', 'que', 'lle', 'permitiría', 'acadar', 'os', '270', 'necesarios', 'para', 'ser', 'presidente', '.']",1,10,266,26.6,,,,,,,,,,
human,human,"['Aínda', 'non', 'se', 'sabe', 'quen', 'vai', 'ser', 'o', 'presidente', 'dos', 'Estados', 'Unidos', '.', 'Durante', 'o', 'reconto', 'parece', 'que', 'Biden', 'se', 'coloca', 'con', 'máis', 'posibilidades', 'a', 'pesar', 'de', 'que', 'ao', 'principio', 'parecía', 'que', 'lle', 'ía', 'ir', 'mellor', 'a', 'Trump', ',', 'sobre', 'todo', 'despois', 'saberse', 'a', 'súa', 'vitoria', 'en', 'Michigan', 'e', 'Wisconsin', 'que', 'lle', 'dan', '26', 'votos', 'electorais', '.', 'De', 'momento', 'Biden', 'suma', '253', 'representantes', 'e', 'Trump', '214', 'e', 'para', 'ser', 'presidente', 'hai', 'que', 'ter', '270', '.', 'De', 'todas', 'formas', 'Trump', 'xa', 'está', 'pondo', 'o', 'escrutinio', 'en', 'dúbida', 'e', 'iniciou', 'demandas', 'xudiciais', '.', 'Polo', 'tanto', 'aínda', 'hai', 'que', 'prestar', 'atención', 'aos', 'estados', 'onde', 'o', 'escrutinio', 'non', 'acabou', ',', 'e', 'en', 'Arizona', 'e', 'Nevada', 'leva', 'vantaxe', 'Biden', '.']",1,5,115,23.0,0.7222222222222222,2.314814814814815,2.175925925925926,108.0,0.38461538461538464,0.21794871794871795,0.6730769230769231,0.028846153846153848,0.8018867924528302,0.0
human,human,"['Biden', 'máis', 'cerca', 'de', 'ser', 'presidente', 'dos', 'Estados', 'Unidos', '.', 'Se', 'ben', 'ao', 'principio', ',', 'semellaba', 'que', 'o', 'Partido', 'Republicano', 'de', 'Trump', 'iba', 'a', 'conseguir', 'a', 'victoria', 'lograda', 'a', 'vantaxe', 'en', 'estados', 'clave', ',', 'os', '26', 'votos', 'electorais', 'da', 'victoria', 'en', 'Michigan', 'e', 'Wisconsin', 'achegan', 'ao', 'Partido', 'Demócrata', 'á', 'Casa', 'Branca', '.', 'Ás', '8', 'horas', 'hora', 'galega', ',', 'Biden', 'suma', '253', 'representantes', 'frente', 'aos', '214', 'de', 'Donald', 'Trump.', 'Se', 'consigue', 'gañar', 'Arizona', 'en', 'Nevada', ',', 'estados', 'nos', 'que', 'xa', 'leva', 'vantaxe', ',', 'o', 'Partido', 'Demócrata', 'conseguiría', 'os', '270', 'que', 'necesita', 'para', 'gobernar', '.', 'Ante', 'esta', 'situación', ',', 'Trump', 'inicia', 'denuncias', 'por', 'un', 'suposto', 'fraude', 'electoral', '.']",1,5,106,21.2,0.6875,1.5833333333333333,2.4479166666666665,96.0,0.3815789473684211,0.18421052631578946,0.7526881720430108,0.021505376344086023,0.8829787234042553,0.0
human,human,"['Horas', 'de', 'incerteza', 'en', 'Estados', 'Unidos', ':', 'se', 'ben', 'é', 'certo', 'que', 'Trump', 'era', 'o', 'favorito', 'nas', 'enquisas', ',', 'Biden', 'adiántalle', 'no', 'escrutinio', '.', 'Aínda', 'non', 'finalizou', 'o', 'reconto', ',', 'porén', ',', 'semella', 'que', 'os', 'demócratas', 'volverán', 'á', 'Casa', 'Blanca', '.', 'Non', 'obstante', ',', 'o', 'candidato', 'republicano', 'non', 'fica', 'convencido', 'sobre', 'a', 'veracidade', 'do', 'proceso', 'electoral', 'en', 'certos', 'estados', ',', 'polo', 'que', 'puxo', 'en', 'marcha', 'varias', 'demandas', 'xudiciais', 'contra', 'o', 'que', 'el', 'considera', '“', 'fraude', 'electoral', '”', '.']",1,3,78,26.0,0.4925373134328358,0.7014925373134329,3.5074626865671643,67.0,0.5964912280701754,0.07017543859649122,0.8939393939393939,0.0,1.0,0.0
gpt5,base,"['O', 'texto', 'relata', 'a', 'situación', 'das', 'eleccións', 'presidenciais', 'nos', 'Estados', 'Unidos', ',', 'un', 'día', 'despois', 'da', 'votación', ',', 'cando', 'aínda', 'non', 'se', 'sabía', 'quen', 'sería', 'o', 'novo', 'presidente', '.', 'Primeiro', 'Trump', 'mostrou', 'forza', 'ao', 'resistir', 'mellor', 'do', 'previsto', 'e', 'gañar', 'vantaxe', 'en', 'estados', 'clave', ',', 'pero', 'co', 'avance', 'do', 'reconto', ',', 'especialmente', 'co', 'voto', 'anticipado', 'e', 'por', 'correo', ',', 'Biden', 'pasou', 'a', 'ter', 'máis', 'opcións', '.', 'As', 'súas', 'vitorias', 'en', 'Michigan', 'e', 'Wisconsin', 'déronlle', '26', 'votos', 'electorais', ',', 'sumando', '253', 'fronte', 'aos', '214', 'de', 'Trump', '(', 'fáltanlle', '270', 'para', 'gañar', ')', '.', 'Mentres', ',', 'Trump', 'iniciou', 'demandas', 'xudiciais', 'e', 'fala', 'de', 'posible', 'fraude', ',', 'abrindo', 'unha', 'batalla', 'legal', '.', 'Os', 'estados', 'decisivos', 'seguen', 'a', 'ser', 'Pensilvania', ',', 'Xeorxia', ',', 'Nevada', ',', 'Arizona', 'e', 'Carolina', 'do', 'Norte', '.', 'En', 'Arizona', 'e', 'Nevada', 'Biden', 'vai', 'por', 'diante', ',', 'e', 'se', 'confirma', 'a', 'súa', 'vitoria', 'neles', ',', 'alcanzaría', 'os', '270', 'votos', 'necesarios', 'para', 'chegar', 'á', 'Casa', 'Branca', '.']",0,6,155,25.833333333333332,0.664179104477612,1.544776119402985,1.7537313432835822,134.0,0.41509433962264153,0.16037735849056603,0.7121212121212122,0.007575757575757576,0.8712121212121212,0.0
gpt5,5w1h,"['Aquí', 'tes', 'o', 'resumo', 'do', 'texto', 'co', 'método', 'dos', '5W1H', ':', 'Que', '?', 'O', 'resultado', 'das', 'eleccións', 'presidenciais', 'en', 'EE', '.', 'UU.', 'segue', 'sen', 'decidirse', ',', 'cun', 'reconto', 'moi', 'axustado', 'entre', 'Donald', 'Trump', 'e', 'Joe', 'Biden', '.', 'Quen', '?', 'Os', 'candidatos', 'son', 'Donald', 'Trump', '(', 'Partido', 'Republicano', ')', 'e', 'Joe', 'Biden', '(', 'Partido', 'Demócrata', ')', '.', 'Cando', '?', 'O', 'escenario', 'descríbese', 'un', 'día', 'despois', 'das', 'eleccións', ',', 'ás', '8', 'da', 'mañá', 'hora', 'galega', '.', 'Onde', '?', 'Nos', 'Estados', 'Unidos', ',', 'con', 'especial', 'atención', 'aos', 'estados', 'clave', ':', 'Michigan', ',', 'Wisconsin', ',', 'Pensilvania', ',', 'Xeorxia', ',', 'Nevada', ',', 'Arizona', 'e', 'Carolina', 'do', 'Norte', '.', 'Por', 'que', '?', 'Porque', 'aínda', 'non', 'se', 'acadaron', 'os', '270', 'votos', 'electorais', 'necesarios', 'para', 'ser', 'presidente', ',', 'e', 'os', 'estados', 'pendentes', 'decidirán', 'o', 'resultado', '.', 'Como', '?', 'Biden', 'suma', '253', 'representantes', 'fronte', 'aos', '214', 'de', 'Trump', ',', 'apoiado', 'polos', 'votos', 'por', 'correo', 'e', 'anticipados', '.', 'Trump', ',', 'en', 'resposta', ',', 'iniciou', 'demandas', 'xudiciais', 'denunciando', 'suposto', 'fraude', 'electoral', '.']",0,13,161,12.384615384615385,0.5193798449612403,1.186046511627907,1.821705426356589,129.0,0.5428571428571428,0.1619047619047619,0.7857142857142857,0.015873015873015872,0.9133858267716536,0.0
gpt5,tldr,"['Biden', 'avanza', 'cara', 'á', 'presidencia', 'tras', 'gañar', 'Michigan', 'e', 'Wisconsin', 'e', 'situarse', 'en', '253', 'delegados', 'fronte', 'a', '214', 'de', 'Trump', '.', 'O', 'reconto', 'en', 'estados', 'clave', 'como', 'Pensilvania', ',', 'Xeorxia', ',', 'Nevada', ',', 'Arizona', 'e', 'Carolina', 'do', 'Norte', 'será', 'decisivo', '.', 'Mentres', 'Biden', 'semella', 'ter', 'máis', 'opcións', ',', 'Trump', 'iniciou', 'demandas', 'xudiciais', 'alegando', 'fraude', '.']",0,3,55,18.333333333333332,0.6875,1.3958333333333333,4.895833333333333,48.0,0.3409090909090909,0.06818181818181818,0.723404255319149,0.0,0.9130434782608695,0.0
